"000000108","949"," "," ","0","Aargauer Kantonsbibliothek"
"000000108","949"," "," ","1","Magazin"
"000000108","949"," "," ","3","BOOK"
"000000108","949"," "," ","4","23"
"000000108","949"," "," ","5","Benutzung Lesesaal (1 Tag)"
"000000108","leader","","","","cam a22     4  4500""
"000000116","001","","","","000000116""
"000000116","003","","","","CHVBK""
"000000116","005","","","","20140814164117.0""
"000000116","008","","","","080401s1816    gw            00    ger""
"000000116","019"," "," ","a","03600518"
"000000116","019"," "," ","5","jk"
"000000116","035"," "," ","a","(OCoLC)775794628"
"000000116","035"," "," ","a","(ABN)000350056"
"000000116","040"," "," ","a","CH-AaAKB"
"000000116","100","1"," ","a","Brenner"
"000000116","100","1"," ","D","Frid"
"000000116","245","1","0","a","Freye Darstellung der Theologie in der Idee des Himmelreichs, oder: neueste katholische Dogmatik nach den Bedürfnissen unserer Zeiten"
"000000116","245","1","0","c","F. Brenner"
"000000116","260"," "," ","a","Bamberg"
"000000116","260"," "," ","b","Geobhardt"
"000000116","260"," "," ","c","1816"
"000000116","300"," "," ","a","Bd. 2"
"000000116","909"," ","7","f","Rekat BBI"
"000000116","909"," ","7","2","idsuzh U2"
"000000116","950"," "," ","B","ABN"
"000000116","950"," "," ","P","100"
"000000116","950"," "," ","E","1-"
"000000116","950"," "," ","a","Brenner"
"000000116","950"," "," ","D","Frid"
"000000116","986"," "," ","a","SWISSBIB"
"000000116","986"," "," ","b","000000108"
"000000116","898"," "," ","a","BK020000"
"000000116","898"," "," ","b","XK020000"
"000000116","898"," "," ","c","XK020000"
"000000116","949"," "," ","B","ABN"
"000000116","949"," "," ","C","ABN51"
"000000116","949"," "," ","D","ABN01"
"000000116","949"," "," ","E","000350056"
"000000116","949"," "," ","F","AKB"
"000000116","949"," "," ","b","AKB"
"000000116","949"," "," ","c","AKBMA"
"000000116","949"," "," ","j","AKB C 131"
"000000116","949"," "," ","p","350056-10"
"000000116","949"," "," ","q","000350056"
"000000116","949"," "," ","r","000010"
"000000116","949"," "," ","0","Aargauer Kantonsbibliothek"
"000000116","949"," "," ","1","Magazin"
"000000116","949"," "," ","3","BOOK"
"000000116","949"," "," ","4","23"
"000000116","949"," "," ","5","Benutzung Lesesaal (1 Tag)"
"000000116","leader","","","","cam a22     4  4500""
"000000132","001","","","","000000132""
"000000132","003","","","","CHVBK""
"000000132","005","","","","20140814164119.0""
"000000132","008","","","","061219s2006    xxk           00    eng""
"000000132","020"," "," ","a","0-19-457780-5"
"000000132","035"," "," ","a","(OCoLC)775794208"
"000000132","035"," "," ","a","(ABN)000300089"
"000000132","040"," "," ","a","CH-AaAKB"
"000000132","100","1"," ","a","Grant"
"000000132","100","1"," ","D","David"
"000000132","245","1","0","a","Business basics"
"000000132","245","1","0","b","updated for the international marketplace"
"000000132","245","1","0","p","[Workbook]"
"000000132","245","1","0","c","David Grant, Robert McLarty"
"000000132","260"," "," ","a","Oxford"
"000000132","260"," "," ","b","Oxford University Press"
"000000132","260"," "," ","c","2006"
"000000132","300"," "," ","a","175 p"
"000000132","300"," "," ","b","Ill +"
"000000132","300"," "," ","e","1 Beil. (1 CD-ROM)"
"000000132","500"," "," ","a","International edition"
"000000132","690"," ","7","B","u"
"000000132","690"," ","7","a","Englisch"
"000000132","690"," ","7","2","abn YS"
"000000132","690"," ","7","B","u"
"000000132","690"," ","7","a","Lehrmittel"
"000000132","690"," ","7","2","abn YS"
"000000132","691"," ","7","B","u"
"000000132","691"," ","7","u","802"
"000000132","691"," ","7","2","abn YM"
"000000132","700","1"," ","a","McLarty"
"000000132","700","1"," ","D","Robert"
"000000132","950"," "," ","B","ABN"
"000000132","950"," "," ","P","100"
"000000132","950"," "," ","E","1-"
"000000132","950"," "," ","a","Grant"
"000000132","950"," "," ","D","David"
"000000132","950"," "," ","B","ABN"
"000000132","950"," "," ","P","700"
"000000132","950"," "," ","E","1-"
"000000132","950"," "," ","a","McLarty"
"000000132","950"," "," ","D","Robert"
"000000132","986"," "," ","a","SWISSBIB"
"000000132","986"," "," ","b","000000132"
"000000132","898"," "," ","a","BK020000"
"000000132","898"," "," ","b","XK020000"
"000000132","898"," "," ","c","XK020000"
"000000132","949"," "," ","B","ABN"
"000000132","949"," "," ","C","ABN51"
"000000132","949"," "," ","D","ABN01"
"000000132","949"," "," ","E","000300089"
"000000132","949"," "," ","F","KSBB"
"000000132","949"," "," ","b","KSBB"
"000000132","949"," "," ","c","KBLZ1"
"000000132","949"," "," ","j","KSBB LE 802 GRAN"
"000000132","949"," "," ","p","KSB030083825"
"000000132","949"," "," ","q","000300089"
"000000132","949"," "," ","r","000010"
"000000132","949"," "," ","0","Kantonale Schule Berufsbildung"
"000000132","949"," "," ","1","Lehrerbibliothek Lezi 1"
"000000132","949"," "," ","3","BOOK"
"000000132","949"," "," ","4","21"
"000000132","949"," "," ","5","nicht ausleihbar"
"000000132","leader","","","","cam a22     7  4500""
"000000140","001","","","","000000140""
"000000140","003","","","","CHVBK""
"000000140","005","","","","20140814164121.0""
"000000140","008","","","","080401s1971    sz            00    gerr""
"000000140","019"," "," ","a","03800529"
"000000140","019"," "," ","5","rg"
"000000140","035"," "," ","a","(OCoLC)775794632"
"000000140","035"," "," ","a","(ABN)000350064"
"000000140","040"," "," ","a","CH-AaAKB"
"000000140","100","1"," ","a","Brugger"
"000000140","100","1"," ","D","Hans"
"000000140","245","1","0","a","Landwirtschaft des Kontons Thurgau"
"000000140","245","1","0","c","Hans Brugger"
"000000140","260"," "," ","a","Weinfelden"
"000000140","260"," "," ","b","s.n"
"000000140","260"," "," ","c","1971"
"000000140","300"," "," ","a","S 65-100"
"000000140","300"," "," ","b","Tab., Diagr"
"000000140","500"," "," ","a","Sonderdruck aus: Festgabe zum hundertjährigen Bestehen der Thurgauischen Kantonalbank 1871-1971"
"000000140","909"," ","7","f","Rekat BBI"
"000000140","909"," ","7","2","idsuzh U2"
"000000140","950"," "," ","B","ABN"
"000000140","950"," "," ","P","100"
"000000140","950"," "," ","E","1-"
"000000140","950"," "," ","a","Brugger"
"000000140","950"," "," ","D","Hans"
"000000140","898"," "," ","a","BK020000"
"000000140","898"," "," ","b","XK020000"
"000000140","898"," "," ","c","XK020000"
"000000140","949"," "," ","B","ABN"
"000000140","949"," "," ","C","ABN51"
"000000140","949"," "," ","D","ABN01"
"000000140","949"," "," ","E","000350064"
"000000140","949"," "," ","F","AKB"
"000000140","949"," "," ","b","AKB"
"000000140","949"," "," ","c","AKBMA"
"000000140","949"," "," ","j","AKB Br 11539"
"000000140","949"," "," ","p","350064-10"
"000000140","949"," "," ","q","000350064"
"000000140","949"," "," ","r","000010"
"000000140","949"," "," ","0","Aargauer Kantonsbibliothek"
"000000140","949"," "," ","1","Magazin"
"000000140","949"," "," ","3","BOOK"
"000000140","949"," "," ","4","01"
"000000140","949"," "," ","5","4 Wochen"
"000000140","leader","","","","cam a22     4  4500""
